class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
B,0.36385080218315125,0.9617499113082886,-0.0003447633935138583,0.2536972165107727,0.88972407579422,-0.11931183934211731,0.199199378490448,0.772659957408905,-0.22268463671207428,0.2407369166612625,0.6559945344924927,-0.31013745069503784,0.32905763387680054,0.5871099829673767,-0.3794519901275635,0.21570882201194763,0.5546369552612305,-0.16275395452976227,0.19312626123428345,0.3726716637611389,-0.21585571765899658,0.1889011412858963,0.2545880675315857,-0.25725996494293213,0.1811499297618866,0.14512735605239868,-0.2930538058280945,0.28082600235939026,0.5297579169273376,-0.14553573727607727,0.27225011587142944,0.3255992829799652,-0.2123124599456787,0.26800644397735596,0.1969325840473175,-0.26215487718582153,0.2589057385921478,0.07899558544158936,-0.29357635974884033,0.3396468162536621,0.5431278944015503,-0.12539717555046082,0.33454713225364685,0.35184454917907715,-0.17135854065418243,0.33255448937416077,0.23563876748085022,-0.2067001760005951,0.31911641359329224,0.12901592254638672,-0.21990036964416504,0.3982050120830536,0.5854422450065613,-0.11782649159431458,0.3994879722595215,0.44139525294303894,-0.15452827513217926,0.399601012468338,0.35040897130966187,-0.1782519370317459,0.3980518579483032,0.26948586106300354,-0.18788878619670868
B,0.3984181880950928,0.9665852189064026,-0.00025267162709496915,0.2648135721683502,0.9300311207771301,-0.16241756081581116,0.1783219277858734,0.8220336437225342,-0.2587936520576477,0.18142762780189514,0.6997081637382507,-0.328471302986145,0.2484089732170105,0.6247474551200867,-0.38068655133247375,0.18801388144493103,0.5984867811203003,-0.16982559859752655,0.16351282596588135,0.41080617904663086,-0.23014487326145172,0.15477164089679718,0.28768548369407654,-0.2780289649963379,0.15158739686012268,0.1786516010761261,-0.3169880509376526,0.255645751953125,0.5611234307289124,-0.1290833204984665,0.22429579496383667,0.3487430810928345,-0.18009859323501587,0.21113812923431396,0.21532145142555237,-0.22849106788635254,0.20427203178405762,0.09099772572517395,-0.2640637159347534,0.32099348306655884,0.5586408972740173,-0.09345840662717819,0.29501715302467346,0.36159956455230713,-0.13655126094818115,0.2823575735092163,0.2458166778087616,-0.16395221650600433,0.2706989347934723,0.14134109020233154,-0.17375069856643677,0.39230257272720337,0.5819879770278931,-0.07357361912727356,0.3812519907951355,0.4337083101272583,-0.10705143958330154,0.3733091950416565,0.34038037061691284,-0.11734963953495026,0.3659207224845886,0.2568901479244232,-0.11994685977697372
B,0.34598660469055176,0.9792202711105347,-0.00024307651619892567,0.25544509291648865,0.8730810284614563,-0.04484975337982178,0.20299622416496277,0.7581204771995544,-0.1135309711098671,0.20060546696186066,0.6589332818984985,-0.1862715631723404,0.23604412376880646,0.5971969366073608,-0.2536114752292633,0.2183823138475418,0.5675867795944214,-0.08733494579792023,0.19006839394569397,0.3900092840194702,-0.1472521275281906,0.17621251940727234,0.26870325207710266,-0.19858428835868835,0.16453808546066284,0.1622118055820465,-0.2395368218421936,0.2472592443227768,0.5643365979194641,-0.11855366080999374,0.2229962944984436,0.35756915807724,-0.1913023591041565,0.2070198357105255,0.22401270270347595,-0.2535383701324463,0.18995057046413422,0.10136187076568604,-0.3008803129196167,0.27413028478622437,0.597776472568512,-0.14752236008644104,0.25917568802833557,0.4036896228790283,-0.21566537022590637,0.25155240297317505,0.28622913360595703,-0.258476585149765,0.24275800585746765,0.1752631664276123,-0.27807483077049255,0.3069946765899658,0.6582695841789246,-0.18133361637592316,0.30127355456352234,0.515494167804718,-0.24626441299915314,0.30688223242759705,0.4343037009239197,-0.2812470495700836,0.3151746392250061,0.357596755027771,-0.30311328172683716
B,0.39051708579063416,0.9642725586891174,-0.00020970340119674802,0.2454075962305069,0.9148894548416138,-0.12074775993824005,0.1532427966594696,0.8052524328231812,-0.2043660581111908,0.167786106467247,0.6737362146377563,-0.2771848440170288,0.2395387440919876,0.5909316539764404,-0.33980339765548706,0.15627270936965942,0.5946699976921082,-0.0991857647895813,0.13359306752681732,0.4058813452720642,-0.14494769275188446,0.1259775161743164,0.28102824091911316,-0.18011273443698883,0.11885161697864532,0.176713228225708,-0.20663277804851532,0.2352195531129837,0.5677484273910522,-0.08992549031972885,0.2011086642742157,0.35214921832084656,-0.13264396786689758,0.1834229826927185,0.21803700923919678,-0.18148352205753326,0.16595184803009033,0.09845083951950073,-0.21834897994995117,0.3110468089580536,0.5727625489234924,-0.08898165076971054,0.27620577812194824,0.3733270466327667,-0.1309749335050583,0.26013752818107605,0.2575184106826782,-0.17502880096435547,0.24339941143989563,0.1501580774784088,-0.19828377664089203,0.3903489112854004,0.603069007396698,-0.09963872283697128,0.3734326958656311,0.4490467309951782,-0.15207406878471375,0.3594713807106018,0.35721468925476074,-0.186059832572937,0.3432368338108063,0.26971644163131714,-0.2063789963722229
B,0.40399372577667236,0.9646748900413513,-0.00016608832811471075,0.2444543093442917,0.9164333343505859,-0.1022038459777832,0.15627308189868927,0.8033260107040405,-0.18100211024284363,0.16620928049087524,0.6737703680992126,-0.25403764843940735,0.24231992661952972,0.5999646782875061,-0.3118676543235779,0.17110863327980042,0.5930553078651428,-0.07550031691789627,0.13728836178779602,0.40755927562713623,-0.1293519139289856,0.12852412462234497,0.2801451086997986,-0.17588867247104645,0.12464471161365509,0.17076873779296875,-0.2099689245223999,0.2437155544757843,0.5628216862678528,-0.07010188698768616,0.2076280564069748,0.3519531190395355,-0.12373486161231995,0.19039304554462433,0.21753758192062378,-0.17690812051296234,0.17317917943000793,0.09419900178909302,-0.21248792111873627,0.3090072274208069,0.567322313785553,-0.06970936059951782,0.2738228142261505,0.36354243755340576,-0.11177948862314224,0.25513800978660583,0.2466026246547699,-0.1422058790922165,0.23798610270023346,0.13506728410720825,-0.15490247309207916,0.37894970178604126,0.5979425311088562,-0.08253581821918488,0.35156944394111633,0.4439047574996948,-0.11972150206565857,0.33704519271850586,0.3534413278102875,-0.13876105844974518,0.32587021589279175,0.26609063148498535,-0.145151287317276
B,0.4142833948135376,0.951231837272644,-0.0001625243021408096,0.2657231092453003,0.8865830898284912,-0.07640314102172852,0.18441736698150635,0.7782200574874878,-0.1473720818758011,0.1928091049194336,0.6609728336334229,-0.21866565942764282,0.25801536440849304,0.5988194346427917,-0.27940502762794495,0.18369737267494202,0.5795915722846985,-0.0705440416932106,0.1515190601348877,0.396110475063324,-0.13433687388896942,0.14047250151634216,0.2715487480163574,-0.18464642763137817,0.13239829242229462,0.16185006499290466,-0.21649758517742157,0.25244471430778503,0.5535321831703186,-0.07476626336574554,0.2185525894165039,0.3409462571144104,-0.1429079920053482,0.20146091282367706,0.20774325728416443,-0.18970808386802673,0.18067139387130737,0.08494460582733154,-0.2182292491197586,0.31602969765663147,0.560555100440979,-0.08502461761236191,0.2828633487224579,0.3556492328643799,-0.14235466718673706,0.26659759879112244,0.2393123209476471,-0.17888188362121582,0.24635937809944153,0.1287696659564972,-0.19033396244049072,0.38254258036613464,0.5933231115341187,-0.09959696978330612,0.35993966460227966,0.43810349702835083,-0.15276147425174713,0.3508796691894531,0.3444793224334717,-0.1768220067024231,0.3413241505622864,0.2529127299785614,-0.1833358108997345
B,0.44564032554626465,0.9466062784194946,-0.00018882770382333547,0.2908393144607544,0.899600088596344,-0.09938790649175644,0.18816301226615906,0.7860879898071289,-0.17213505506515503,0.18874746561050415,0.6499115228652954,-0.24255315959453583,0.2624518573284149,0.5730186700820923,-0.3006665110588074,0.1994675099849701,0.5832781791687012,-0.050116658210754395,0.1602766215801239,0.3970475494861603,-0.1027321144938469,0.14894209802150726,0.26903393864631653,-0.1479649543762207,0.1430007815361023,0.15848881006240845,-0.17870375514030457,0.2764454185962677,0.5506814122200012,-0.04612006992101669,0.22929906845092773,0.33600300550460815,-0.09644683450460434,0.20777961611747742,0.19910815358161926,-0.1459663361310959,0.18735991418361664,0.07587629556655884,-0.17859089374542236,0.34837254881858826,0.5501322150230408,-0.050900328904390335,0.30188268423080444,0.3464817702770233,-0.09249397367238998,0.28123214840888977,0.2297334372997284,-0.12728427350521088,0.2600530683994293,0.11855483055114746,-0.1410626918077469,0.42441466450691223,0.5743628740310669,-0.06583409011363983,0.3970593810081482,0.42112594842910767,-0.11257456243038177,0.381030797958374,0.33033767342567444,-0.13671822845935822,0.36361750960350037,0.24200990796089172,-0.14740370213985443
B,0.47920477390289307,0.9359911680221558,-0.00018890423234552145,0.3168296813964844,0.8861559629440308,-0.07448717206716537,0.2131011039018631,0.7744612693786621,-0.13478803634643555,0.2111027091741562,0.647185742855072,-0.19782650470733643,0.2828516960144043,0.581450879573822,-0.24874500930309296,0.23309096693992615,0.5667174458503723,-0.023996271193027496,0.18974167108535767,0.38161739706993103,-0.07500512152910233,0.1795404851436615,0.2553104758262634,-0.12002288550138474,0.17529548704624176,0.14628002047538757,-0.14448709785938263,0.3117120862007141,0.5355318784713745,-0.025861453264951706,0.2581450641155243,0.3230513036251068,-0.07538297027349472,0.23610641062259674,0.19033902883529663,-0.1153222918510437,0.21383187174797058,0.06744933128356934,-0.13982006907463074,0.3849782645702362,0.5360497832298279,-0.03587142005562782,0.3315785229206085,0.33421340584754944,-0.07970364391803741,0.30614885687828064,0.21963635087013245,-0.10536696761846542,0.28117644786834717,0.10990121960639954,-0.1108030378818512,0.46206802129745483,0.5599056482315063,-0.05400148779153824,0.42590591311454773,0.4044186770915985,-0.09956226497888565,0.4066503643989563,0.3132300078868866,-0.12173690646886826,0.38754943013191223,0.2225356101989746,-0.12913918495178223
B,0.4855198860168457,0.9306597113609314,-0.00017412043234799057,0.31746724247932434,0.8785250782966614,-0.07415042072534561,0.2152044177055359,0.7674380540847778,-0.13388539850711823,0.21695742011070251,0.6373034715652466,-0.19837303459644318,0.29309558868408203,0.5677308440208435,-0.2489660382270813,0.24016255140304565,0.5594185590744019,-0.01412308681756258,0.2006622701883316,0.37327098846435547,-0.05779597908258438,0.18996289372444153,0.2519527077674866,-0.09170341491699219,0.1822620928287506,0.14871671795845032,-0.11299140751361847,0.3236100971698761,0.5266084671020508,-0.018216965720057487,0.2732831835746765,0.31344074010849,-0.05843871831893921,0.25128641724586487,0.1874995231628418,-0.09816721081733704,0.22735421359539032,0.07370144128799438,-0.1209695115685463,0.40077340602874756,0.5262253284454346,-0.030713239684700966,0.35181134939193726,0.32704290747642517,-0.06858804076910019,0.3266608417034149,0.21474093198776245,-0.09448115527629852,0.3027799725532532,0.11018168926239014,-0.10341162979602814,0.48289918899536133,0.5488407611846924,-0.05206913873553276,0.4446704387664795,0.3950917720794678,-0.08960764110088348,0.4225277900695801,0.30753234028816223,-0.10653576999902725,0.4012875556945801,0.22389766573905945,-0.10983789712190628
B,0.48521149158477783,0.9447787404060364,-0.0001821679761633277,0.33469444513320923,0.8710459470748901,-0.05271162465214729,0.24102303385734558,0.7526215314865112,-0.11119049042463303,0.2330440878868103,0.6319586038589478,-0.18489626049995422,0.2917357087135315,0.5687134861946106,-0.2542673945426941,0.27242183685302734,0.5490528345108032,-0.007835750468075275,0.23010705411434174,0.37293246388435364,-0.06805207580327988,0.21875305473804474,0.25740209221839905,-0.1111433133482933,0.21292825043201447,0.15329134464263916,-0.13849830627441406,0.33423101902008057,0.528491735458374,-0.036224741488695145,0.28673070669174194,0.326854944229126,-0.09819866716861725,0.2655135989189148,0.20232027769088745,-0.14931072294712067,0.24402008950710297,0.08428764343261719,-0.17496930062770844,0.39185404777526855,0.5429916381835938,-0.07168183475732803,0.34668034315109253,0.35009637475013733,-0.12654146552085876,0.32741087675094604,0.23845437169075012,-0.1570962369441986,0.31093066930770874,0.12781420350074768,-0.16689777374267578,0.45413029193878174,0.5833398699760437,-0.11654147505760193,0.4201168119907379,0.43682265281677246,-0.16469183564186096,0.4050952196121216,0.35263222455978394,-0.19119882583618164,0.3956506848335266,0.2683594524860382,-0.20401474833488464
